parameter,mean,std,median,credible_2.5%,credible_16%,credible_84%,credible_97.5%
r,0.18693633928247766,0.08707520239850569,0.17905031357077633,0.04641363477980264,0.09537177017290631,0.2741219198318306,0.3786011028485899
a2,1.4760173312452949,0.3267257365094828,1.506146489023096,0.7879274937637749,1.123088322522349,1.8299723864279767,1.9729864646435245
a4,52.92913738771535,3.7715955491901316,52.97506684365328,45.47143940828867,49.25506834428729,56.660595181605544,60.244573374313724
a5,0.8247290565587,0.6117196131947633,0.6887439328644736,0.031328855256585755,0.2244697383661825,1.4346352063071113,2.317867924108585
a6,405.6842610484432,305.246291953087,339.20042058723755,17.371868713226263,104.17706717172915,712.422943520398,1141.508341719016
sigma,0.0007549052937240308,6.957862703719658e-05,0.0007509673990175833,0.0006296915991328234,0.0006850885166310906,0.0008248274021167128,0.0008996509405429633
