a1,a2,a3,a4,a5,a6,sigma
146.74857847598867,1.9903886967167752,23.393254864195683,64.58487737008261,0.08309801187504255,206.66841676073616,0.001495111378450661
150.90501093996363,1.9958428877378016,28.825135789104444,60.57718064868476,0.11431806108713051,301.13009242955695,0.0013231455039562107
90.36972203333563,1.902200974317976,17.746350754353145,71.00362093525713,0.7521921825787241,904.7112559146611,0.0013374419259423076
88.10170533644371,1.9931077569815459,42.400889175870155,68.68280384429505,0.021018691719903754,1137.8617320930857,0.0013307417219530742
77.21287986190207,1.9936312151842976,24.833594380925977,67.40652273548316,0.05019503272906913,250.58811461777515,0.0012553182195323357
51.657652436750965,1.9572126205735954,30.437041728326044,71.47222825513977,0.7838469818308497,429.5880126363542,0.0012405298257873738
212.9093565884057,1.9599399385287821,21.76885078800078,65.6780077483015,0.29979201604850353,1020.0256661731776,0.0015427414285909874
119.01036836156706,1.839522358667538,31.912373856181848,65.60307529528633,0.0752726834378082,338.2809481857009,0.001455572199575009
150.87033706872063,1.8473239004427984,31.554293862730155,65.12563921051735,0.08296471445189176,335.69684699138276,0.00149239627309733
125.80885454195204,1.9203423893138358,27.227571586755378,68.94816964916392,0.03553369836332017,544.1338125704197,0.0015156665600248764
141.74004561923783,1.979526226708962,21.53771746997468,65.83263419344203,0.2946976567078581,282.0467195104061,0.0013839965604397204
131.87545987426523,1.9936997357021267,24.39682669855569,68.3142344825595,0.4772928573400552,1040.711834797286,0.0013275390225628702
162.3293759614985,1.9799441652706964,20.781583524270708,71.99296418475737,0.6948824023785042,325.8479425914848,0.0012583642714333412
151.57198334120275,1.9795431533856456,21.28131955907333,65.34217930482652,0.352697599853526,307.32503028360844,0.0013777466623898383
147.48096175804199,1.966972577400308,13.873338244433036,60.674476114174624,0.059247235824992965,484.378676826936,0.001286335393423866
191.32171575746796,1.9059690987672862,34.606652013868036,62.51585329371255,0.038641369904063486,210.1240994374991,0.0013815195336533705
192.48327065252806,1.8931273908660018,14.505813936295505,72.32530179917471,0.37789803331431754,1014.0605416221377,0.0012885584133913183
180.09670817260522,1.9801541648228496,29.726593266344274,72.56700991713338,0.8577687316278422,371.0509174162977,0.0011742560245982456
184.896481034377,1.9910963404619988,29.340557575535485,73.63492775498091,0.7156988548368591,940.8212227365141,0.0011388325765664847
50.70689659388198,1.9634851465506902,39.639727909174276,74.79304950415082,0.6200296200308818,1061.3032797480334,0.0013827438178354058
53.289101464608564,1.9336784924788566,46.20599620243092,73.9009894903505,0.42154998736504157,1009.1871073495143,0.0011942475922841424
57.8614876703424,1.9462324215570261,45.753049872970344,73.49582551938626,0.2897777192979697,1236.5042151639618,0.0011755862726332156
57.1350767832818,1.9012262676004252,43.86881721401023,74.61209120940302,0.43405648698528965,1046.9516867251866,0.0012541554677300548
127.20827747835546,1.990846844016719,7.92645575343211,68.04635681074285,0.5228841427857311,790.0267378253485,0.0014641587366796397
135.1703705097361,1.9679323525981527,16.161640924833755,66.98834209498065,0.2602914807763916,410.75447212617166,0.0013928249477532391
140.3717012242097,1.967868484410637,14.805476290545972,61.576596952435885,0.37723840708385686,293.95709007825786,0.0013995366838311634
198.07517327143057,1.9587445216965733,34.57109331507324,69.04751149392762,0.001646555997856653,8.4817174586955,0.0013608241887682019
150.32154617766412,1.9528004126235945,35.61649529032938,71.21446159302522,0.002755606928687468,8.425662723699118,0.001397724774731227
211.08906006379183,1.9178769463439302,15.674828499330049,72.54152996406144,0.0031379440761325652,13.8657498902708,0.0014675740307450598
101.59804806163874,1.976227513576859,29.248045141626868,74.60657515434674,0.003549367660097125,1835.3624440934534,0.0012014786223631985
222.151706984027,1.9863839812521527,13.023160119638197,74.90244048212507,0.16306779704875568,48.18938524674437,0.0011982751988307036
173.74633720206342,1.8824229924079168,31.21500684185855,72.01259950767349,0.2080968036698203,16.42987265343029,0.0014171586049192663
94.91339586085938,1.9715261046144534,30.18868615770384,73.39869326827414,1.358868942590217,49.44287706539659,0.0014719854021249374
157.1465604539029,1.9704792054432254,16.44409113239987,69.5656393652016,0.5563430613642767,52.84744895870383,0.0013894443176401747
130.79226791741365,1.9792127847980794,24.484104682763125,69.18308051417408,0.4314637276399983,1364.4156968758757,0.0012815112890361953
91.29478368716828,1.9513946234719362,30.805546215649592,64.50452547481076,0.289140230231971,312.0428103332168,0.0013471396177699134
147.73941549305871,1.9508407578987026,26.64495868448763,69.93977884712287,0.5969579279052591,85.96253419378934,0.001517877161309024
102.01329259268512,1.9971960468432604,34.35976598728263,70.85060062058405,0.7953973213067824,181.15021771483003,0.0013642092462449473
124.29785860522392,1.9980756204544907,31.091794910470355,71.72574084411491,0.9871020310327323,172.1389482004182,0.0014625494591017224
142.5985039661667,1.9981430594883862,42.44841190695632,71.83843037402073,0.69525370443976,254.62330437939394,0.0012506399079299049
138.2406518789766,1.810314682824228,3.95426204075744,67.62164460557476,0.2556931452798121,558.5523830207753,0.0016653862175802754
148.83259919896153,1.8260884386318756,3.6129008060787227,65.94422307564959,0.13933155269253314,490.623113681467,0.0017045976308896732
159.35221299722767,1.8689505675339908,2.603349498250416,66.30205724121257,0.12865874892071275,237.9324206593669,0.0017475226450628261
170.6915884817061,1.8537986282553978,1.1891978598473774,66.49180157062845,0.1599772208434052,271.3299680173661,0.001763695505751513
115.57952043006506,1.9884288554091814,29.70991063902876,67.55536314993753,0.1363589061899704,424.2986713993831,0.001221004754531001
215.7589389399567,1.9839770244649724,7.710143601112615,73.12205451484733,1.1856782218338238,1068.6115302595997,0.0016724868036522022
219.14608308804102,1.9771419400706136,16.26842732580206,67.13048720516795,0.07325961033621421,606.7828576068686,0.0015320418447908222
54.42715541113409,1.8842748041561903,34.7689086775834,69.61540632432704,0.7190667340556031,704.546527637415,0.0014452235313822588
62.456967761306,1.9807527723848493,13.104510054785054,67.60495177914841,0.17752176343989834,684.708195627562,0.0014497195690999422
95.84364041058551,1.9689412581202201,17.783346063175014,71.12885386313455,0.2984810084881207,1289.327977893348,0.0014970074808916768
93.8038345794492,1.9370992592053495,22.584686815009817,69.73068019938712,0.7442148494296807,243.81065392406825,0.0012732434412898897
87.03292431610997,1.9827960728511276,13.324778971985124,69.97343165303259,0.6978010368017458,277.78663284791014,0.0011622803288766474
88.95166887898247,1.9869355702870055,11.885384715628089,70.81754384029595,1.0725831275183593,215.08146705778958,0.001150961988008081
207.40386736829984,1.944191294799668,21.565085877441035,67.75023398544933,0.1237129535281321,1016.5552600046476,0.0014678414058916915
53.30800171049399,1.970966328435837,24.947623030870233,68.42821793275924,0.7565324133264616,146.1310173964893,0.0013683396511136032
114.72083859036853,1.8855231671317638,30.03560503139501,72.96064473807449,0.6218111188535272,144.47209266971154,0.0014075658848571823
169.9622715227265,1.962477437802941,17.014239521889017,68.33286616149248,0.21037692965652874,455.20563942571135,0.0015148168460605634
191.76481837759883,1.9586858202475161,13.759518439429113,72.99882625115622,0.33665013638862346,198.27136250073434,0.001521097436480385
