shot,a4,resid_rms
11698_ch,21.0,0.002269876655191183
11698_ch,22.0,0.002247805707156658
11698_ch,23.0,0.0022273175418376923
11698_ch,24.0,0.0022083197254687548
11698_ch,25.0,0.0021909005008637905
11698_ch,26.0,0.0021752212196588516
11698_ch,27.0,0.0021198440808802843
11698_ch,28.0,0.002149423584342003
11698_ch,29.0,0.002139155985787511
11698_ch,30.0,0.002130209468305111
11698_ch,31.0,0.002122163539752364
11698_ch,32.0,0.0021149690728634596
11698_ch,33.0,0.002108439337462187
11698_ch,34.0,0.002102448372170329
11698_ch,35.0,0.002096987096592784
11698_ch,36.0,0.0020919640082865953
11698_ch,37.0,0.002087749307975173
11698_ch,38.0,0.0020832796581089497
11698_ch,39.0,0.002081512240692973
11698_ch,40.0,0.002079682657495141
11698_ch,41.0,0.0020788870751857758
11698_ch,42.0,0.002079029567539692
11698_ch,43.0,0.0020791904535144567
11698_ch,44.0,0.0020795741584151983
11698_ch,45.0,0.002080158330500126
11698_ch,46.0,0.0020809003617614508
11698_ch,47.0,0.0020817783661186695
11698_ch,48.0,0.002082578372210264
11698_ch,49.0,0.0020834002643823624
