suite,shot,method,n_bins,n_dof,fits_data,seconds,resid_pct,resid_unsat_pct,n_imputed_channels,hi10_frac,centroid_mev,n_eff_bins,nnls_floor_pct
real,11705_ch,PFF ensemble,200,6,False,0.2558319000090705,34.10378948340371,34.10378948340371,0,0.07598252914727162,19.636931343600548,3.1015906322835205,33.07577847515017
real,11705_ch,TSVD_NN,100,7,True,0.003773499993258156,32.25270750696956,32.25270750696956,0,0.06136875719721248,40.5,1.7148369267617807,33.07577847515017
real,11707_cv,CNN n50,50,50,False,0.05146099999547005,29.606214001798566,29.606214001798566,0,0.30387304917504165,27.355175019066472,11.891353856850902,27.26800008776146
real,11707_cv,DNN spectrum n20,20,20,False,0.045685500008403324,39.67861751852234,39.67861751852234,0,0.0,,2.7777777877087013,27.26800008776146
real,11707_cv,DNN classifier n50,50,50,False,0.04550340000423603,34.780848459662884,34.780848459662884,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,27.26800008776146
real,11707_cv,PFF ensemble,200,6,False,0.23339470000064466,27.875000003382684,27.875000003382684,0,0.2649030697635289,16.835718051797137,6.968785580009488,27.26800008776146
real,11707_cv,TSVD_NN,100,7,True,0.008686899993335828,27.434183891657753,27.434183891657753,0,0.25335009045989715,19.865183473879895,2.027077084233101,27.26800008776146
real,11707_ch,CNN n50,50,50,False,0.04816150000260677,28.613085566998013,28.613085566998013,0,0.23364308977786802,30.699642145689673,9.613372141982962,28.225159030484313
real,11707_ch,DNN spectrum n20,20,20,False,0.05062220001127571,41.662925771028505,41.662925771028505,0,0.0,,2.777777777876696,28.225159030484313
real,11707_ch,DNN classifier n50,50,50,False,0.05180629999085795,36.314069349213234,36.314069349213234,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,28.225159030484313
real,11707_ch,PFF ensemble,200,6,False,0.2376866999984486,29.606678317465963,29.606678317465963,0,0.26997766373463844,16.927191465014246,14.985197601906513,28.225159030484313
real,11707_ch,TSVD_NN,100,7,True,0.007241700004669838,27.83765591622941,27.83765591622941,0,0.1211016712667367,40.5,1.997411102156178,28.225159030484313
real,11716_cv,CNN n50,50,50,False,0.0521528999961447,27.304559014307703,28.024991760620384,51,0.45285910591726514,27.867483949846974,17.609584782899258,26.315693906057206
real,11716_cv,DNN spectrum n20,20,20,False,0.048098999992362224,58.1314240767123,68.21107827338275,51,0.0,,2.777777777819471,26.315693906057206
real,11716_cv,DNN classifier n50,50,50,False,0.04634929999883752,51.17573067913535,57.55902947894223,51,1.2268000691806037e-06,24.499999999969372,1.000002471671028,26.315693906057206
real,11716_cv,PFF ensemble,200,6,False,0.23567500000353903,34.87098695865157,35.95584247874454,51,0.20772183980404266,15.920772602656987,12.340550738506902,26.315693906057206
real,11716_cv,TSVD_NN,100,7,True,0.004927500005578622,25.95711074718658,26.360067885365975,51,0.3319285650147613,31.458131145366142,2.068907430133969,26.315693906057206
real,11716_ch,CNN n50,50,50,False,0.049488800010294653,26.93180191954487,26.93180191954487,0,0.3679603759997274,33.49741081083253,10.477144904334612,25.464820688155896
real,11716_ch,DNN spectrum n20,20,20,False,0.044561599992448464,59.208404193304375,59.208404193304375,0,0.0025537899171579445,13.70582798975355,2.7920018133993216,25.464820688155896
real,11716_ch,DNN classifier n50,50,50,False,0.04642870000679977,53.02653965815027,53.02653965815027,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,25.464820688155896
real,11716_ch,PFF ensemble,200,6,False,0.2352826999995159,30.005615763838456,30.005615763838456,0,0.4776635414325314,21.52133603327084,26.590136088196875,25.464820688155896
real,11716_ch,TSVD_NN,100,7,True,0.0032565000001341105,25.12029672582014,25.12029672582014,0,0.21756209442944224,47.29199615165108,1.5515566278195987,25.464820688155896
real,11733_cv,CNN n50,50,50,False,0.053526800009422004,54.829335441400794,27.753149889307792,92,0.6247855112286864,32.67376254277211,36.8418898999436,51.512627711357176
real,11733_cv,DNN spectrum n20,20,20,False,0.05038800000329502,95.05062516834249,90.86244254392506,92,0.0,,2.7777777777777772,51.512627711357176
real,11733_cv,DNN classifier n50,50,50,False,0.05013920000055805,87.0285459990929,75.21205495824317,92,1.2268000691806037e-06,24.499999999969372,1.000002471671028,51.512627711357176
real,11733_cv,PFF ensemble,200,6,False,0.23283480000100099,56.31365507167674,28.825352096518277,92,0.6808450937593655,26.403655240467,43.501741175007844,51.512627711357176
real,11733_cv,TSVD_NN,100,7,True,0.0036545000039041042,51.42217423186358,24.44765939804984,92,0.3713513613394512,49.5,1.8758173482808138,51.512627711357176
