shot,view,valid_channels,median_rms_valid,median_relative_rms_percent,best_posterior_draw_rms_valid,best_posterior_draw_relative_rms_percent
10084,ch,200,0.004388911349304166,78.38927917941584,0.004344339556320611,77.59319321512108
11674,ch,200,0.004962722042934928,42.27771690763024,0.004911316649167765,41.83979137676007
11733,ch,200,0.0032795204764704,55.149901256804526,0.0032328119350141394,54.36442927465226
11705,ch,200,0.00346954822449847,33.13245079600607,0.003442930367911621,32.87826357432928
11707,ch,200,0.0027716016200610696,28.5978372215482,0.0027167174523589953,28.031533434372076
11716,ch,200,0.0019775235324974182,25.61502791954813,0.001965405083272493,25.458056631906324
