epoch_index,loss,mae,val_loss,val_mae,learning_rate
0,7.227624882943928e-05,0.004188685677945614,3.871950684697367e-05,0.0033010276965796947,0.0010000000474974513
1,8.47119554236997e-06,0.0017027702415362,2.3212180167320184e-05,0.0018760282546281815,0.0010000000474974513
2,6.374124041030882e-06,0.0014073295751586556,8.010789315449074e-06,0.0014038181398063898,0.0010000000474974513
3,5.121686172060436e-06,0.0012357813538983464,7.07595518179005e-06,0.0012506210478022695,0.0010000000474974513
4,4.33025752499816e-06,0.0011177160777151585,8.914232239476405e-06,0.0013254123041406274,0.0010000000474974513
5,4.1295934352092445e-06,0.0010573114268481731,1.1542163520061877e-05,0.0011716317385435104,0.0010000000474974513
6,3.7473444081115304e-06,0.0009971840772777796,1.134701869887067e-05,0.0011182503076270223,0.0010000000474974513
7,3.3840731248346856e-06,0.0009488482610322535,3.7433753732329933e-06,0.0009116772562265396,0.0010000000474974513
8,3.2200528039538767e-06,0.0009106539073400199,6.209275852597784e-06,0.000990700675174594,0.0010000000474974513
9,3.0027542834432097e-06,0.0008783622179180384,6.610602213186212e-06,0.001044197822920978,0.0010000000474974513
10,2.852357056326582e-06,0.0008521984564140439,3.9882697819848545e-06,0.0009457999258302152,0.0010000000474974513
11,2.3012473775452236e-06,0.000780085742007941,1.4616675798606593e-06,0.0006267134449444711,0.0005000000237487257
12,2.141265895261313e-06,0.0007581852842122316,3.3780638659663964e-06,0.0008252575062215328,0.0005000000237487257
13,2.140393917215988e-06,0.0007523481035605073,2.060695805994328e-06,0.0006967317895032465,0.0005000000237487257
14,2.074368921967107e-06,0.000740495219361037,2.2184906356415013e-06,0.000730104511603713,0.0005000000237487257
15,2.0050974853802472e-06,0.0007307177875190973,3.033874463653774e-06,0.0008005044655874372,0.0005000000237487257
16,1.967490561582963e-06,0.0007190484902821481,2.6631651053321548e-06,0.0007668536272831261,0.0005000000237487257
17,2.0258510176063282e-06,0.0007224614382721484,1.9064461866946658e-06,0.0006333578494377434,0.0005000000237487257
18,1.893595594992803e-06,0.0007025512168183923,4.968605026078876e-06,0.0007989537552930415,0.0005000000237487257
19,1.9399919892748585e-06,0.0007025941740721464,2.6541233637544792e-06,0.0007201538537628949,0.0005000000237487257
20,1.8417306364426622e-06,0.0006874146056361496,1.8633118088473566e-06,0.0006444455357268453,0.0005000000237487257
21,1.5862634654695285e-06,0.0006510210805572569,1.9154012989019975e-06,0.0006558005698025227,0.0002500000118743628
22,1.5804198483237997e-06,0.0006492877728305757,1.6943506579991663e-06,0.0005951547645963728,0.0002500000118743628
23,1.5682223875046475e-06,0.0006463720346800983,1.6641093907310278e-06,0.0006401674472726882,0.0002500000118743628
24,1.5577612657580175e-06,0.0006427474436350167,9.443594422009483e-07,0.0005050061736255884,0.0002500000118743628
25,1.512608378106961e-06,0.000635377480648458,1.4911028074493515e-06,0.0005770716234110296,0.0002500000118743628
26,1.511193772785191e-06,0.0006361992564052343,1.1451430736997281e-06,0.0005310465930961072,0.0002500000118743628
27,1.473073780289269e-06,0.0006262380629777908,1.2949983556609368e-06,0.0005396673223003745,0.0002500000118743628
28,1.4797403764532646e-06,0.0006252471357584,1.889035615931789e-06,0.0006360405241139233,0.0002500000118743628
29,1.467794618292828e-06,0.0006228466518223286,2.9539692150137853e-06,0.0006743386620655656,0.0002500000118743628
30,1.4723831327501102e-06,0.0006236706394702196,1.1972372249147156e-06,0.0005119367269799113,0.0002500000118743628
31,1.3313223234945326e-06,0.0005981433787383139,7.286665208994236e-07,0.00045600577141158283,0.0001250000059371814
32,1.3447919400277897e-06,0.0006004708702675998,1.0851709930648212e-06,0.0005307639366947114,0.0001250000059371814
33,1.349010403828288e-06,0.0006041211308911443,8.327514819939097e-07,0.000480159797007218,0.0001250000059371814
34,1.3109934116073418e-06,0.0005963443545624614,9.62996864473098e-07,0.0004873169818893075,0.0001250000059371814
35,1.2890729976788862e-06,0.0005905131692998111,9.672388614490046e-07,0.0005030884058214724,0.0001250000059371814
36,1.3145868251740467e-06,0.0005955307278782129,1.096658024835051e-06,0.0005507879541255534,0.0001250000059371814
37,1.2929492640978424e-06,0.0005922063137404621,8.320245683535177e-07,0.000478836998809129,0.0001250000059371814
38,1.2886654303656542e-06,0.000589123519603163,1.1218965028092498e-06,0.000532537407707423,0.0001250000059371814
39,1.26558381907671e-06,0.0005837254575453699,2.099830680890591e-06,0.0006481515010818839,0.0001250000059371814
40,1.262225282516738e-06,0.0005845341947861016,8.854216844156326e-07,0.0004680638376157731,0.0001250000059371814
41,1.2144414540671278e-06,0.0005771917058154941,8.078989708337758e-07,0.00046831750660203397,6.25000029685907e-05
42,1.2098098522983491e-06,0.0005752637516707182,1.233185685123317e-06,0.0005344441160559654,6.25000029685907e-05
43,1.2035272902721772e-06,0.000573771889321506,7.666203600820154e-07,0.00046183346421457827,6.25000029685907e-05
44,1.2000216429441934e-06,0.000570768432226032,9.467997870160616e-07,0.0004951517330482602,6.25000029685907e-05
45,1.2072841855115257e-06,0.0005749745178036392,8.13471274341282e-07,0.0004722390149254352,6.25000029685907e-05
46,1.203016495310294e-06,0.0005709290853701532,8.338220141013153e-07,0.00047877474571578205,6.25000029685907e-05
47,1.1932279448956251e-06,0.0005699180765077472,8.103734785436245e-07,0.0004685499588958919,6.25000029685907e-05
48,1.1754824527088203e-06,0.0005686504300683737,7.124428407223604e-07,0.0004458575276657939,6.25000029685907e-05
49,1.169081201624067e-06,0.0005652798572555184,7.649623512406833e-07,0.00045229826355353,6.25000029685907e-05
50,1.185049768537283e-06,0.0005697375745512545,8.384861303056823e-07,0.0004653808136936277,6.25000029685907e-05
51,1.1478770147732575e-06,0.0005632892134599388,7.633580025867559e-07,0.00045292224967852235,3.125000148429535e-05
52,1.1484956985441386e-06,0.0005622667958959937,7.238007810883573e-07,0.00043884958722628653,3.125000148429535e-05
53,1.1668523711705348e-06,0.0005667672958225012,6.483675178969861e-07,0.0004172412445768714,3.125000148429535e-05
54,1.1348332691341056e-06,0.0005581339937634766,7.203244081210869e-07,0.00043686703429557383,3.125000148429535e-05
55,1.118925865739584e-06,0.0005574102979153395,6.72065539220057e-07,0.00042231756378896534,3.125000148429535e-05
56,1.1455850881247898e-06,0.0005616915877908468,6.375913699230296e-07,0.00042421778198331594,3.125000148429535e-05
57,1.14139663764945e-06,0.0005615947302430868,6.470165772043401e-07,0.0004201041301712394,3.125000148429535e-05
58,1.1313942422930268e-06,0.0005567294429056346,7.034309987830056e-07,0.00044438752229325473,3.125000148429535e-05
59,1.1424602917031734e-06,0.0005588717758655548,6.14261182363407e-07,0.00041124268318526447,3.125000148429535e-05
60,1.1367670822437503e-06,0.000560975109692663,6.055676067262539e-07,0.00041197260725311935,3.125000148429535e-05
61,1.1194513263035333e-06,0.0005547041073441505,5.917745511396788e-07,0.00040562087087891996,1.5625000742147677e-05
62,1.123438892136619e-06,0.0005589831853285432,6.426680556614883e-07,0.00042382764513604343,1.5625000742147677e-05
63,1.1026107813449926e-06,0.000553312071133405,6.398560117304442e-07,0.00041331100510433316,1.5625000742147677e-05
64,1.1179158718732651e-06,0.0005561405560001731,6.148129614302889e-07,0.00041221684659831226,1.5625000742147677e-05
65,1.1083311619586311e-06,0.000553248159121722,5.909460583097825e-07,0.00040702009573578835,1.5625000742147677e-05
66,1.0923013178398833e-06,0.0005510968621820211,6.085251129661629e-07,0.00040960049955174327,1.5625000742147677e-05
67,1.118551381296129e-06,0.000556355225853622,5.90443164583121e-07,0.0004056092875543982,1.5625000742147677e-05
68,1.1090104408140178e-06,0.0005534879164770246,6.138648700471094e-07,0.0004119418154004961,1.5625000742147677e-05
69,1.121085801969457e-06,0.0005577599513344467,6.099516554058937e-07,0.0004136802162975073,1.5625000742147677e-05
70,1.1115946563222678e-06,0.0005537414108403027,6.501242637568794e-07,0.00042463335557840765,1.5625000742147677e-05
71,1.100471877180098e-06,0.0005504554137587547,6.548243050019664e-07,0.0004270297067705542,9.999999747378752e-06
72,1.1049435215682024e-06,0.0005543652805499732,5.927836355112959e-07,0.00040713362977840006,9.999999747378752e-06
73,1.0847477369679837e-06,0.0005500909755937755,6.18112210304389e-07,0.0004134013724979013,9.999999747378752e-06
74,1.1201302640984068e-06,0.0005581482546404004,6.60052592138527e-07,0.00042620653402991593,9.999999747378752e-06
75,1.0711345339586842e-06,0.0005463102133944631,5.726820404561295e-07,0.00040136693860404193,9.999999747378752e-06
76,1.0963671002173214e-06,0.0005532592185772955,5.701240866073931e-07,0.0004014565492980182,9.999999747378752e-06
77,1.1007947477992275e-06,0.0005516654346138239,5.962857585473103e-07,0.00040695961797609925,9.999999747378752e-06
