n_bins,mev_per_bin,shots,mean_confidence,median_confidence,std_confidence,pct_above_99,pct_above_90,min_confidence
10,5.0,936,0.9927434818376069,0.999481,0.046310380180538145,0.9529914529914529,0.9807692307692307,0.466614
20,2.5,936,0.9901773141025642,0.999998,0.052609714926277897,0.9348290598290598,0.9700854700854701,0.410893
50,1.0,936,0.9975095715811966,0.999999,0.026764755450964815,0.9861111111111112,0.9914529914529915,0.518768
100,0.5,936,0.9987914059829059,1.0,0.018365369728191798,0.9946581196581197,0.9957264957264957,0.633856
200,0.25,936,0.999037375,0.9999804999999999,0.01099359793996679,0.9914529914529915,0.9967948717948718,0.765696
