parameter,true_value,posterior_mean,posterior_std,posterior_median,credible_2.5%,credible_97.5%
r,0.15240345573615963,0.19506932396725704,0.07525240688357746,0.18416187423032895,0.07908617017827303,0.3639667672781956
a2,1.427241206968033,1.078292172109484,0.3681549756196258,1.0176217229053615,0.5196849924316245,1.859580326650982
a4,43.514117909780346,45.11090350316114,2.3371613646476077,44.667362068237345,41.72301598219642,51.018052877851254
a5,1.3793979748628287,1.154841612378334,0.6956689730503938,1.0815069721200092,0.08336273753817591,2.7116952199876154
a6,488.8959677144742,449.5844599636352,323.105323452181,392.4412983352558,19.378170178604382,1199.9034431612608
sigma,,0.0003784324967358007,2.3900394991389197e-05,0.00037752200922311666,0.00033387383000606626,0.0004277267802649777
